Artist 1,Artist 2,Number of Collaborations,Track Names
Metro Boomin,Playboi Carti,2,Minute; Type Shit
Metro Boomin,NAV,22,"Car Sick (feat. NAV & Metro Boomin); Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie); Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie); REAL ME (WITH METRO BOOMIN); REAL ME (WITH METRO BOOMIN); Perfect Timing (Intro); I Don't Care; Hit; A$AP Ferg; Held Me Down; Minute; Did You See NAV?; Bring It Back; Both Sides; Call Me; You Know; Rich; Need Some; I Am; NAVUZIMETRO#PT2; Calling - Spider-Man: Across the Spider-Verse; REAL ME (WITH METRO BOOMIN)"
Yves Tumor,Joji,1,Reanimator (feat. Yves Tumor)
Yves Tumor,Blood Orange,1,Smoke - Remix
WWE,Downstait,4,WWE: I Came To Play (The Miz); I Came To Play (The Miz); I Came to Play (The Miz); Here to Show the World (Dolph Ziggler)
Matt Maltese,Vegyn,1,Trust
A$AP Rocky,Gucci Mane,2,Jumped Out the Whip (feat. A$AP Rocky); Cocky (feat. London On Da Track)
A$AP Rocky,Future,2,"Fine Whine (feat. Joe Fox, Future & M.I.A.); Show of Hands"
A$AP Rocky,21 Savage,4,"Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage); Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage); Cocky (feat. London On Da Track); Nonviolent Communication"
A$AP Rocky,The Weeknd,2,Reminder (feat. A$AP Rocky & Young Thug) - Remix; Reminder - Remix
A$AP Rocky,Kendrick Lamar,2,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar); 1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)"
A$AP Rocky,Frank Ocean,1,Purity (feat. Frank Ocean)
A$AP Rocky,Skepta,5,"Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat); Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit; LONDON TONIGHT FREESTYLE; Ghost Ride; Praise The Lord (Da Shine) (feat. Skepta)"
A$AP Rocky,Moby,2,"A$AP Forever (feat. Moby); A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)"
A$AP Rocky,Drake,1,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)"
A$AP Rocky,Brent Faiyaz,2,OUTSIDE ALL NIGHT FEAT. A$AP ROCKY & N3WYRKLA (CHOPNOTSLOP REMIX); Outside All Night (feat. A$AP Rocky & N3WYRKLA)
A$AP Rocky,Kodak Black,1,CALLDROPS (feat. Kodak Black)
A$AP Rocky,BlocBoy JB,1,Bad Company (feat. BlocBoy JB)
A$AP Rocky,"Tyler, The Creator",6,"Who Dat Boy (feat. A$AP Rocky); Who Dat Boy (feat. A$AP Rocky); T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator); T.D (feat. Tierra Whack, A$AP Rocky & Tyler, The Creator); Potato Salad; WHARF TALK (feat. A$AP Rocky)"
A$AP Rocky,Young Thug,3,Livin It Up (with Post Malone & A$AP Rocky); Reminder (feat. A$AP Rocky & Young Thug) - Remix; Reminder - Remix
A$AP Rocky,Dean Blunt,4,STOOZY; LONDON TONIGHT FREESTYLE; CHANCER; 19
A$AP Rocky,Kanye West,1,Jukebox Joints (feat. Joe Fox & Kanye West)
A$AP Rocky,Playboi Carti,1,New Choppa
A$AP Rocky,Blood Orange,2,Chewing Gum - Edit; Chewing Gum
A$AP Rocky,Lil Yachty,2,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator); T.D (feat. Tierra Whack, A$AP Rocky & Tyler, The Creator)"
A$AP Rocky,ISO Supremacy,1,OUTSIDE ALL NIGHT FEAT. A$AP ROCKY & N3WYRKLA (CHOPNOTSLOP REMIX)
Gucci Mane,Future,8,Careless & Reckless (feat. Future & Chill Will); Fuck the World (feat. Future); Squares out Your Circle (feat. Future); Jordan Diddy; Confused (feat. Future); Confused; Step Out (feat. Future and Foogiano); Fuck the World
Gucci Mane,21 Savage,6,06 Gucci (feat. DaBaby & 21 Savage); Down (feat. 21 Savage & Tone Tone); Just Like It (feat. 21 Savage); Cocky (feat. London On Da Track); Nasty (feat. 21 Savage & Young Nudy); 06 Gucci (feat. DaBaby & 21 Savage)
Gucci Mane,The Weeknd,1,Curve (feat. The Weeknd)
Gucci Mane,HoodRich Pablo Juan,7,"We Don't Luv Em - Remix; Iced Up (feat. Gucci Mane & Wiz Khalifa); Stripper (feat. Hoodrich Pablo Juan, MPA Duke & PeeWee Longway); Shoebox (feat. NAV); Sauce On Me (feat. Gucci Mane); Yeah Yeah (feat. Gucci Mane); Shoebox (feat. NAV)"
Gucci Mane,Rich The Kid,5,"Plug Walk (feat. Gucci Mane, YG, 2Chainz) - Remix; Lowest; She Miss Me (feat. Rich the Kid); Lunch (Freestyle) (feat. Rich the Kid & Smurf); Lunch (Freestyle) (feat. Rich the Kid & Smurf)"
Gucci Mane,Meek Mill,4,Get Money Nigga (feat. Meek Mill); Backwards (feat. Meek Mill); Audemar (feat. Meek Mill); Get Money Ni**a
Gucci Mane,Gunna,2,"Ice (feat. Gunna & Lil Baby); Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)"
Gucci Mane,A Boogie Wit da Hoodie,1,Blind (feat. A Boogie Wit da Hoodie)
Gucci Mane,Young Dolph,83,"A to Z (feat. Young Dolph & PeeWee Longway); Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph); Blood All on it (feat. Key Glock, Young Dolph); New Gun (feat. Young Dolph); Bling Blaww Burr (feat. Young Dolph); Drinking Lean Smoking Loud; Story; Fresh as a Bitch (feat. Young Dolph & PeeWee Longway); Rainbow Colors (feat. Young Dolph); Go Get Sum Mo (feat. Gucci Mane, 2 Chainz & Ty Dolla $ign); Texas Margarita (feat. Young Dolph & Dr. Phil); Homeboys (feat. MPA Duke, Waka Flocka Flame, Young Thug, Young Dolph & OG Boo Dirty); Potential (feat. Lil Uzi Vert & Young Dolph); Back Yard; Story; Fresh as a Bitch; Rainbow Colors; Mob Ties; Thank Me (feat. Young Dolph); That's How I Feel (feat. Gucci Mane); Roster; Blama on Ya (feat. Young Dolph & YFN Lucci); Really Ready (feat. Young Dolph & Rulet 1017); Send Me Pack (feat. Young Dolph); Skerr (feat. Young Dolph); Knuckles (feat. Gucci Mane); Booked Up; Look Like Cinderella (feat. Gucci Mane); Pour Muddy (feat. Young Scooter & Gucci Mane); Bling Blaww Burr (feat. Young Dolph); Replay; Send Me Pack (feat. Young Dolph); Skerr (feat. Young Dolph); Top of Shit (feat. 2 Chainz & Young Dolph); A-Plus - Remix; My Real Life; Virgin (feat. Young Dolph & Young Thug); Put Ur Hands Up; I Quit (feat. Young Dolph & PeeWee Longway); That's How I Feel; 360; Backyard; Can't Handle Me - feat. Young Scooter; Get It Back; Going Crazy with the Work; I Ain't Even Gonna Lie; I'm Offended; Investigation - feat. Big Bank Black; Like Me; Mob Ties; On the Run; Story; Tell Me Nothin; Trap House; Choppa on the Couch (feat. Gucci Mane); Re-up - feat. Young Dolph; Knuckles; Both Eyes Closed (feat. 2 Chainz and Young Dolph); Blood All on it (feat. Key Glock, Young Dolph); I Quit; King Pin (feat. Young Dolph & Waka Flocka); Thank Me (feat. Young Dolph); Pretty Girls (feat. Young Dolph); Muddy (feat. Young Dolph & Young Scooter); Replay (feat. Young Dolph); Strippa (feat. Gucci Mane); Booked Up; Fugitive (feat. PeeWee Longway & Young Dolph); El'Choppo (Intro); Felix Brothers; South Memphis to Zone 6; Contaminated; Dead for Real; Lean Man; Pour Me Up (feat. MPA Duke & MPA Wicced); Better Not; Steal Beatin'; At da Jugg House; Choppo vs. Felix Brothers; Like the Gambinos; Sopranos (feat. OJ Da Juiceman); Cheech & Chong (feat. Strap Da Fool); Patners (Outro)"
Gucci Mane,Drake,5,"Back on Road; Both (feat. Drake); Both (feat. Drake & Lil Wayne) - Remix; Street Cred (feat. DJ Drama, Drake & Killer Mike); In My Business (feat. Drake & Sean Garrett)"
Gucci Mane,Lil Durk,3,Rumors (feat. Lil Durk); Wit Us (feat. Lil Durk); Rumors (feat. Lil Durk)
Gucci Mane,Kodak Black,8,Vibin In This Bih; Big Boy Diamonds (feat. Kodak Black & London on Da Track); Wake Up in the Sky; King Snipe; I Knew It (feat. Gucci Mane & CBE); Wake Up in the Sky; King Snipe; Big Boy Diamonds (feat. Kodak Black & London on Da Track)
Gucci Mane,Offset,5,"Met Gala Remix (feat. Offset, Sett, Mac Critter, Kato2x); Met Gala (feat. Offset); Quarter Milli (feat. Gucci Mane); Realist In It (feat. Gucci Mane & Offset); Met Gala (feat. Offset)"
Gucci Mane,Don Toliver,1,Don't Like Me (feat. Don Toliver & Gucci Mane)
Gucci Mane,Lil Uzi Vert,4,Next Up (feat. Lil Uzi Vert & Gucci Mane); Next Up (feat. Lil Uzi Vert & Gucci Mane); Potential (feat. Lil Uzi Vert & Young Dolph); I Got It (feat. Lil Uzi Vert)
Gucci Mane,DaBaby,5,"Richer Than Errybody (feat. YoungBoy Never Broke Again & DaBaby); 06 Gucci (feat. DaBaby & 21 Savage); Richer Than Errybody (feat. YoungBoy Never Broke Again & DaBaby); GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris); 06 Gucci (feat. DaBaby & 21 Savage)"
Gucci Mane,Young Thug,91,"Long Time (feat. Young Thug & Migos); Don't Look at Me (feat. Young Thug); Pick It Up; Do What I Do; Country Politics; Bitter (feat. Young Thug & Yung Gleesh); Lef Some; No One Else (feat. PeeWee Longway & Young Thug); 1017 Thug3 Intro (Beast Mode); My Bitches Get Money; Out The Bowl; Jungle (feat. Gucci Mane); Nigeria (feat. Gucci Mane & PeeWee Longway); Shooting Star (feat. Gucci Mane); She a Soldier (feat. Young Thug); Chasin' Paper (feat. Young Thug); Gym (feat. Young Thug); Perfect (feat. Young Thug); Paper Problems (feat. Young Thug & Peewee Longway); Homeboys (feat. MPA Duke, Waka Flocka Flame, Young Thug, Young Dolph & OG Boo Dirty); Love Somebody (feat. Young Thug); Stoner2Times; Off The Leash; Chasen Paper; Guwop Home (feat. Young Thug); Again (feat. Gucci Mane); Miracle (feat. Young Thug); Break Dancin (feat. Young Thug); Clap Your Hands (feat. MPA Duke); Donald Trump (feat. DK); Geeked Up (feat. Young LA); Hurt Nobody (feat. MPA Wicced); Tell Nobody (feat. Young LA); Panaramic Roof; Riding Around (feat. DK & Young LA); See You Later (feat. MPA Duke & YSL); Texter; Umm Hmm (feat. MPA Wicced); Wait Your Turn (feat. Young LA); You the Best (feat. YSL); Blame It on Her (feat. Young Thug); Crazy (feat. Young Thug); 1017 (feat. Young Thug); Problems (feat. Young Thug); Again (feat. Gucci Mane); Perfect; 1017 (feat. Young Thug); Problems (feat. Young Thug); Virgin (feat. Young Dolph & Young Thug); Down on That (feat. Young Thug); Heart Attack (feat. Young Thug); Ain't Going Back (feat. MPA Duke & Young Thug); Cookies (feat. Lil B, Wicced & Young Thug); My All (feat. Lil B & Young Thug); Shotas & Rostas (feat. Khrome 1, Young Thug & Young LA); Intro (feat. PeeWee Longway & Young Thug); Extacy Pill (feat. Young Thug); Flight Risk (feat. Young Thug); Bossed Up (feat. Young Thug & Keyshia Kaoir); Guwop Home (feat. Young Thug); Shooting Star; Clap Your Hands (feat. MPA Duke); Donald Trump (feat. DK); Geeked Up (feat. Young LA); Hurt Nobody (feat. MPA Wicced); Tell Nobody (feat. Young LA); Panaramic Roof; Riding Around (feat. DK & Young LA); See You Later (feat. MPA Duke & YSL); Texter; Umm Hmm (feat. MPA Wicced); Wait Your Turn (feat. Young LA); You the Best (feat. YSL); Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna); Rain Shower (feat. Young Thug); Gucci Land (feat. Young Thug); Freakiest in the World (feat. Young Thug); Blame It on Her (feat. Young Thug); Crazy (feat. Young Thug); Any Thing; Dress Her (feat. Young Thug); Panoramic Roof; Chasin' Paper (feat. Rich Homie Quan & Young Thug); Off the Leash (feat. PeeWee Longway & Young Thug); Hell You Talking Bout? (feat. Young Thug & Peewee Longway); Home Alone (feat. Cash Out, Young Thug & Peewee Longway); On the Way (feat. Young Thug & MPA Duke); I Can't Be Your Man (feat. MPA Duke & Young Thug); You Da Best (feat. Lil Bee & Young Thug); Standing on Stage (feat. Ola Playa & Young Thug); Any Thing (feat. Young Thug)"
Gucci Mane,Big Scarr,22,"1017 Loaded (feat. Gucci Mane, Big Scarr, Enchanting, Foogiano, K Shiday, Pooh Shiesty); Freestyle (feat. Gucci Mane) - Instrumental; Yeah Whoa (feat. Nardo Wick & Gucci Mane); No Luv (feat. Big Scarr, Key Glock); 1017 Loaded (feat. Gucci Mane, Big Scarr, Enchanting, Foogiano, K Shiday, Pooh Shiesty); Freestyle (feat. Gucci Mane); Houdini (feat. Gucci Mane); Ballin in LA (feat. Gucci Mane & Pooh Shiesty); SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith); In Color (feat. Gucci Mane); No Luv (feat. Big Scarr, Key Glock); Trappin N Rappin (feat. Gucci Mane); Trappin N Rappin (feat. Gucci Mane); Freestyle (feat. Gucci Mane); Freestyle (feat. Gucci Mane); Snot (feat. Gucci Mane); SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith); Ballin in LA (feat. Gucci Mane & Pooh Shiesty); SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith); In Color (feat. Gucci Mane); No Luv (feat. Big Scarr, Key Glock); Snot (feat. Gucci Mane)"
Gucci Mane,Pooh Shiesty,21,"1017 Loaded (feat. Gucci Mane, Big Scarr, Enchanting, Foogiano, K Shiday, Pooh Shiesty); Next Up (feat. Lil Uzi Vert & Gucci Mane); 1017 Freestyle (feat. Pooh Shiesty, BIG30 & Foogiano); Holmes (feat. Pooh Shiesty & BIG30); How We Do It (feat. Pooh Shiesty & Gucci Mane); 1017 Loaded (feat. Gucci Mane, Big Scarr, Enchanting, Foogiano, K Shiday, Pooh Shiesty); Like 34 & 8 (feat. Pooh Shiesty); Ugly (feat. Gucci Mane); Ballin in LA (feat. Gucci Mane & Pooh Shiesty); SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith); Still Remember (feat. Pooh Shiesty); Next Up (feat. Lil Uzi Vert & Gucci Mane); Ugly (feat. Gucci Mane); Ugly (feat. Gucci Mane); Posse on Bouldercrest (feat. Pooh Shiesty & Sir Mix-A-Lot); Like 34 & 8 (feat. Pooh Shiesty); SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith); Ballin in LA (feat. Gucci Mane & Pooh Shiesty); SoIcyBoyz 3 (feat. Gucci Mane, Pooh Shiesty, Foogiano & Tay Keith); Who Is Him (feat. Pooh Shiesty); Still Remember (feat. Pooh Shiesty)"
Gucci Mane,Kanye West,1,Pussy Print (feat. Kanye West)
Gucci Mane,Lil Baby,13,All Dz Chainz (feat. Lil Baby); Tootsies (feat. Lil Baby); Tootsies (feat. Lil Baby); Ice (feat. Gunna & Lil Baby); Trap Shit (feat. Lil Baby); Both Sides (feat. Lil Baby); The Load; All Dz Chainz (feat. Lil Baby); Anyway (feat. 2 Chainz & Gucci Mane); Realist In It (feat. Gucci Mane & Offset); Both Sides (feat. Lil Baby); Bluffin (feat. Lil Baby); Bluffin (feat. Lil Baby)
Gucci Mane,Young Nudy,2,Fish Scale (Bonus Track) (feat. Gucci Mane); Nasty (feat. 21 Savage & Young Nudy)
Gucci Mane,Paper Route EMPIRE,1,I Do This
Gucci Mane,Yung Lean,1,"Prom Night (feat. Throwback, Sy Ari Da Kid, Lil Flash & Yung Lean)"
Gucci Mane,Quality Control,3,"Intro (Migos, Lil Yachty feat. Gucci Mane); The Load; Intro"
Gucci Mane,Lil Yachty,4,"Solitaire (feat. Migos & Lil Yachty); Intro (Migos, Lil Yachty feat. Gucci Mane); Solitaire (feat. Migos & Lil Yachty); Intro"
Gucci Mane,Lil Tjay,1,Hot Winter Freestyle (feat. Lil Tjay)
Gucci Mane,Migos,38,"Dennis Rodman (feat. Gucci Mane); Long Time (feat. Young Thug & Migos); I Get the Bag (feat. Migos); Lowest; Mama We Rich (feat. Migos); Slippery (feat. Gucci Mane); Ondalay; On Us (feat. Migos); NWA (feat. Migos, Wicced, Peewee Longway & MPA Duke); Solitaire (feat. Migos & Lil Yachty); 1017 (feat. Young Thug); Hotpocket; Problems (feat. Young Thug); Sadam Usane (feat. Kourtney Money); Seen a Lot (feat. Young Scooter); Send Me Pack (feat. Young Dolph); Skerr (feat. Young Dolph); Take My Soul; What You Doin; Wrist Game; Intro (Migos, Lil Yachty feat. Gucci Mane); CC; 1017 (feat. Young Thug); Hotpocket; Problems (feat. Young Thug); Sadam Usane (feat. Kourtney Money); Seen a Lot (feat. Young Scooter); Send Me Pack (feat. Young Dolph); Skerr (feat. Young Dolph); Take My Soul; What You Doin; Wrist Game; Ice Cream (feat. Migos); Solitaire (feat. Migos & Lil Yachty); Intro; Jackie Chan; Take My Life (feat. Migos); Jackie Chan (feat. Migos)"
Gucci Mane,NAV,3,Need Some; Shoebox (feat. NAV); Shoebox (feat. NAV)
FELIX!,Tommy Richman,2,UPSET FEAT. TOMMY RICHMAN & FELIX! (CHOPNOTSLOP REMIX); Upset (feat. Tommy Richman & FELIX!)
FELIX!,Brent Faiyaz,2,UPSET FEAT. TOMMY RICHMAN & FELIX! (CHOPNOTSLOP REMIX); Upset (feat. Tommy Richman & FELIX!)
FELIX!,ISO Supremacy,1,UPSET FEAT. TOMMY RICHMAN & FELIX! (CHOPNOTSLOP REMIX)
Future,21 Savage,4,X (feat. Future); Partying & Drinking; What's Up With That (Future feat. 21 Savage); Partying & Drinking
Future,The Weeknd,13,Enjoy The Show (feat. Future) - Single Version; Enjoy The Show (feat. Future); Comin Out Strong (feat. The Weeknd); All I Know (feat. Future); Double Fantasy (with Future); Low Life (feat. The Weeknd); Young Metro; All I Know; Double Fantasy (with Future); Double Fantasy (with Future) - Radio Edit; We Still Don't Trust You; All to Myself; Always Be My Fault
Future,Rich The Kid,2,Stuck Together (feat. Lil Baby & Future); No Question (feat Future)
Future,Young Stoner Life,5,"Peepin Out The Window (feat. Future); Superstar (feat. Future); Running Out of Patience (feat. Future); Mob Ties Remix (feat. Unfoonk, 24Heavy, Future & YTB Trench); Superstar (feat. Future)"
Future,Meek Mill,10,"Giving Chanel; These Scars (feat. Future and Guordan Banks); In Luv With The Money; 100 Shooters (feat. Meek Mill & Doe Boy); Splash Warning (feat. Future, Roddy Ricch and Young Thug); 100 Shooters (feat. Meek Mill); Jump Out the Face (feat. Future); Money Ain't No Issue; In Luv With The Money; These Scars (feat. Future and Guordan Banks)"
Future,Southside,4,Tweakin (feat. Future); Tweakin (feat. Future); Blue Jean Bandit; Hold That Heat (feat. Travis Scott)
Future,Kendrick Lamar,5,"Like That; King's Dead (with Kendrick Lamar, Future & James Blake); Mask Off (feat. Kendrick Lamar) - Remix; Mask Off (feat. Kendrick Lamar) - Remix; King's Dead (with Kendrick Lamar, Future & James Blake)"
Future,Gunna,11,too easy; FOR A NUT (feat. Gunna & Young Thug); STREET SWEEPER (feat. Future); FOR A NUT (feat. Gunna & Young Thug) - Instrumental; pushin P (feat. Young Thug); too easy; too easy (Remix) [feat. Future & Roddy Ricch]; too easy (Remix) [feat. Future & Roddy Ricch]; Money Train (Future feat. Young Thug & Gunna); Ain't Livin Right (feat. Gunna); Unicorn Purp (feat. Young Thug & Gunna)
Future,Tory Lanez,1,Real Thing (feat. Future)
Future,Tiësto,1,Bum Bum Tam Tam - Tiësto & SWACQ Remix
Future,A Boogie Wit da Hoodie,2,Somebody (feat. Future); Somebody (feat. Future)
Future,Young Dolph,1,Dat Recipe
Future,Drake,30,"Way 2 Sexy (with Future & Young Thug); N 2 Deep; WAIT FOR U (feat. Drake & Tems) - Instrumental; Never Satisfied (feat. Drake); WAIT FOR U (feat. Drake & Tems); I'M ON ONE (feat. Drake); Life Is Good (feat. Drake); Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix; WAIT FOR U (feat. Drake & Tems) - Instrumental; I'M ON ONE (feat. Drake) - Instrumental; Desires (with Future); D4L; WAIT FOR U (feat. Drake & Tems); Tony Montana (feat. Drake); Tony Montana (feat. Drake); Used to This (feat. Drake); Grammys; Where Ya At (feat. Drake); Used to This (feat. Drake); Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix; Digital Dash; Big Rings; Live From The Gutter; Diamonds Dancing; Scholarships; Plastic Bag; I'm The Plug; Change Locations; Jumpman; Life Is Good (feat. Drake)"
Future,Lil Durk,16,"Petty Too (feat. Future); AFFILIATED (feat. Lil Durk); Petty Too (feat. Future); Last Name (feat. Lil Durk); Goofy (feat. Future & Jeezy); AFFILIATED (feat. Lil Durk) - Instrumental; Last Name (feat. Lil Durk); Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Latto); Spin The Block (feat. Future); Mad Max; Never Imagined (feat. Future); Mean To Me (feat. Zona Man & Future); They Want To Be You (feat. Future); Hated On Me; DEAD; Petty Too (feat. Future)"
Future,Yeat,2,Stand On It (with Future); Stand On It (with Future)
Future,Moneybagg Yo,9,Keep It Low (feat. Future); Hard For The Next (with Future); Chanel Junkie (feat. Future); OKAY (feat. Future); OKAY (feat. Future); Hard For The Next (with Future); Blue Jean Bandit; Federal Fed (feat. Future); Federal Fed (feat. Future)
Future,42 Dugg,4,Maybach (feat. Future); LIKE ME (feat. 42 Dugg & Lil Baby); LIKE ME (feat. 42 Dugg & Lil Baby) - Instrumental; Maybach (feat. Future)
Future,Kodak Black,3,VOODOO (feat. Kodak Black); VOODOO (feat. Kodak Black) - Instrumental; Conscience (feat. Future)
Future,Offset,5,BROAD DAY (feat. Future); BROAD DAY (feat. Future) (Sped Up); BROAD DAY (feat. Future) (Slowed); BROAD DAY (feat. Future); Patek Water (feat. Offset)
Future,Don Toliver,19,One Time (with Don Toliver feat. Future); Private Landing (feat. Justin Bieber & Future); CANT STOP; Too Many Nights (feat. Don Toliver & with Future); I Can't Save You (Interlude) [with Future & feat. Don Toliver]; Private Landing (Sped Up) [feat. Justin Bieber & Future]; I Can't Save You (Interlude) [with Future & feat. Don Toliver] - ChoppedNotSlopped; Too Many Nights (feat. Don Toliver & with Future) - ChoppedNotSlopped; Too Many Nights (feat. Don Toliver & with Future); I Can't Save You (Interlude) [with Future & feat. Don Toliver]; Too Many Nights (feat. Don Toliver & with Future); I Can't Save You (Interlude) [with Future & feat. Don Toliver]; Private Landing (feat. Justin Bieber & Future); Private Landing (feat. Justin Bieber & Future); Private Landing (Sped Up) [feat. Justin Bieber & Future]; Private Landing (Acapella) [feat. Justin Bieber & Future]; PURPLE RAIN (FEAT. FUTURE & METRO BOOMIN); Private Landing (feat. Justin Bieber & Future); One Time (with Don Toliver feat. Future)
Future,Lil Uzi Vert,45,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert); All Bad (feat. Lil Uzi Vert); All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert); Stripes Like Burberry; Marni On Me; Sleeping On The Floor; Real Baby Pluto; Drankin N Smokin; Million Dollar Play; Plastic; That’s It; Bought A Bad Bitch; She Never Been To Pluto; Off Dat; I Don’t Wanna Break Up; Bankroll; Moment of Clarity; Over Your Head; All The Way Live - Spider-Man: Across the Spider-Verse; Patek; Wassup (feat. Future); Tic Tac; My Legacy; Heart In Pieces; Because of You; Bust a Move; Baby Sasuke; Stripes Like Burberry; Marni On Me; Sleeping On The Floor; Real Baby Pluto; Drankin N Smokin; Million Dollar Play; Plastic; That’s It; Bought A Bad Bitch; She Never Been To Pluto; Off Dat; I Don’t Wanna Break Up; Bankroll; Moment of Clarity; Patek; Over Your Head; SUPPOSED TO BE LOVED (feat. Lil Baby, Future & Lil Uzi Vert); Seven Million (feat. Future)"
Future,DaBaby,4,"LIGHTSKIN SH*T (feat. Future & jetsonmade); Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix; LIGHTSKIN SH*T (feat. Future & jetsonmade); Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix"
Future,Young Thug,44,"Way 2 Sexy (with Future & Young Thug); Sup Mate (feat. Future); FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX; Peepin Out The Window (with Future & Bslime); FOR A NUT (feat. Gunna & Young Thug); Dum, Dumb, and Dumber (with Young Thug & Future); Money On Money (feat. Future); Money On Money (feat. Future); Harlem Shake (feat. Young Thug); FOR A NUT (feat. Gunna & Young Thug) - Instrumental; My Everything; D4L; Chanel Vintage; Splash Warning (feat. Future, Roddy Ricch and Young Thug); Money On Money (feat. Future); Cars Bring Me Out (feat. Future); Dum, Dumb, and Dumber (with Young Thug & Future); pushin P (feat. Young Thug); Peepin Out The Window (feat. Future); Superstar (feat. Future); Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Latto); Cars Bring Me Out (feat. Future); Tie My Shoes (Future feat. Young Thug); Show My Chain Some Love (Future feat. Young Thug); Money Train (Future feat. Young Thug & Gunna); Georgia (Future feat. Young Thug); No Cap; Three; All da Smoke; 200; Patek Water (feat. Offset); Drip on Me; Real Love; Mink Flow; Group Home; Help Me Breathe (feat. Future); Red Bentley (feat. Young Thug); Blue Jean Bandit; Sup Mate (feat. Future); Relationship (feat. Future); Unicorn Purp (feat. Young Thug & Gunna); 10 Piece (feat. Future & Young Thug); Mob Ties Remix (feat. Unfoonk, 24Heavy, Future & YTB Trench); Superstar (feat. Future)"
Future,Kanye West,3,I Won (feat. Kanye West); KEEP IT BURNIN (feat. Kanye West); KEEP IT BURNIN (feat. Kanye West) - Instrumental
Future,Tm88,3,Blue Jean Bandit; 10 Piece (feat. Future & Young Thug); Back in My Bag (feat. Future) [Bonus]
Future,Jhené Aiko,2,Happiness Over Everything (H.O.E.) (feat. Future & Miguel); Happiness Over Everything (H.O.E.) (feat. Future & Miguel)
Future,Lil Baby,18,"Stuck Together (feat. Lil Baby & Future); LIKE ME (feat. 42 Dugg & Lil Baby); Dum, Dumb, and Dumber (with Young Thug & Future); 99 (with Future); Me or Sum (feat. Future & Lil Baby); Out The Mud; Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix; LIKE ME (feat. 42 Dugg & Lil Baby) - Instrumental; Live Off My Closet (feat. Future); Dum, Dumb, and Dumber (with Young Thug & Future); From Now On (feat. Future); BIG TIME (feat. Future & Lil Baby); M&M (with Future feat. Lil Baby); FULLY LOADED; Live Off My Closet (feat. Future); Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix; All My Life; SUPPOSED TO BE LOVED (feat. Lil Baby, Future & Lil Uzi Vert)"
Future,Young Nudy,2,Trap S**t (feat. Future); Zone 6 (Remix) (feat. Future & 6lack)
Future,Ariana Grande,1,Everyday
Future,Playboi Carti,8,WHERE WAS YOU; CHARGE DEM HOES A FEE (with Future & Travis Scott); TRIM (with Future); Type Shit; Flex Up (feat. Future & Playboi Carti); CHARGE DEM HOES A FEE (with Future & Travis Scott); TRIM (with Future); Teen X (feat. Future)
Future,Tee Grizzley,5,Swear to God (feat. Future); Swear to God (feat. Future) - Sped Up; Swear to God (feat. Future) - Slowed Down; Swear to God (feat. Future); Swear to God (feat. Future)
Future,Polo G,2,Survival Of The Fittest (feat. Future); No Time Wasted (feat. Future)
